ThesaurusId, Title
Not set,TECHNIQUE:
9447,COMPARISON:
9448,None available.
9449,Other
9450,Other
Not set,FINDINGS - RIGHT TMJ:
9451,MANDIBULAR CONDYLE:
9452,Normal morphology and signal. Condyle is well seated within the mandibular fossa on the closed-mouth view and appropriately translates to the level of the articular eminence on the open-mouth view.
9453,Other
9454,Other
9455,ARTICULAR DISC:
9456,Normal position in closed and open mouth positions with normal capturing. Normal signal and bowtie morphology.
9457,Other
9458,Other
Not set,FINDINGS - LEFT TMJ:
9459,MANDIBULAR CONDYLE:
9460,Normal morphology and signal. Condyle is well seated within the mandibular fossa on the closed-mouth view and appropriately translates to the level of the articular eminence on the open-mouth view.
9461,Other
9462,Other
9463,ARTICULAR DISC:
9464,Normal position in closed and open mouth positions with normal capturing. Normal signal and bowtie morphology.
9465,Other
9466,Other
9468,OTHER:
9469,None
9470,Other
9471,Other
9472,IMPRESSION:
9473,Normal MRI temporomandibular joints.
9474,Other
9475,Other
,CBCT Maxillofacial Region
9590,CT Abdomen & Pelvis w Contrast
9591,MRI TEMPOROMANDIBULAR JOINTS WITHOUT CONTRAST
9592,Page 1
Not set,Procedure Information
9593,Technique:
9594,Helical images were obtained through the abdomen and pelvis following the protocol administration of nonionic intravenous contrast material and positive oral contrast material. No complications were reported.
9595,Helical images were obtained through the abdomen and pelvis following the protocol administration of nonionic intravenous contrast material. Since no oral contrast was administered, the sensitivity of this exam for evaluating the bowels, retroperitoneum, and any potential intraabdominal fluid collections is limited. No complications were reported
9596,Helical images were obtained through the abdomen and pelvis following the protocol administration of positive oral contrast material. IV contrast was not administered, limiting the sensitivity of this exam for solid visceral organs, vascular structures, and retroperitoneum. No complications were reported.
9597,Were late arterial phase image obtained?
9598,Because of the provided clinical history late arterial ('pancreatic') phase images were obtained in addition to the standard portal venous phase images.
9599,Because of the provided clinical history, late arterial and 5 minute delayed images were obtained in addition to the standard portal venous phase images.
9600,Becaused of the provided clincal history, late arterial phase images were obtained in addition to the standard portal venous phase images.
9601,Contrast material delivery was optimized for assessment of the arterial system, thus limiting evaluation of the solid visceral organs and venous structures.
Not set,Clinical Information
9602,Indication:
9603,Comparison:
Not set,Findings
9604,Liver:
9605,Gallbladder and Bile Ducts:
9606,Kidneys:
9607,Adrenals:
9608,Spleen:
9609,Pancreas:
9610,Bowel and Stomach:
9611,Appendix:
9612,Pelvis:
9613,The prostate and seminal vesicles are unremarkable.
9614,The uterus is unremarkable. No abnormal adnexal masses.
9615,The prostate is enlarged, a nonspecific finding but one that is typically secondary to BPH.
9616,The uterus is not visualized, consistent with a hysterectomy. No abnormal adnexal masses.
9617,Mesentery/Peritoneum:
9618,Nodes:
9619,Vasculature:
9620,Bone Windows:
9621,Fluid:
9622,Lung windows through the lung bases:
9623,Normal.
9624,Please see separately dictated but concurrently performed thoracic CT.
9625,Soft tissues:
9626,Other findings:
9627,Impression
9628,CT Chest wo Contrast
9629,CT Chest wo Contrast
9630,Page 1
Not set,Procedure Information
9631,Technique:
Not set,Clinical Information
9632,Indication:
9633,Comparison:
Not set,Findings
9634,Pulmonary Parenchyma and Airways:
9635,Pleural Space:
9636,Heart and Pericardium:
9637,Mediastinum and Hila:
9638,Thoracic Vessels:
9639,Osseous Structures and Chest Wall:
9640,Upper Abdomen:
9641,No pathologic process is present in the imaged portion of the upper abdomen.
9642,Imaging findings in the abdomen and pelvis are reported separately.
9643,Additional findings:
9644,Impression
9645,CT Neck
9646,CT Neck
9647,Page 1
Not set,CT Neck
9648,CT Neck
Not set,Clinical information
9649,Clinical information
9650,Comparison:
Not set,Findings
9651,Orbits, paranasal sinuses, and skull base:
9652,Nasopharynx:
9653,Suprahyoid neck:
9654,Infrahyoid neck:
9655,Thyroid:
9656,Thoracic inlet:
9657,Lymph nodes
9658,Vascular structures:
9659,Other findings:
9660,Impression
9661,Paranasal Sinuses
9662,Paranasal Sinuses
9663,Page 1
Not set,Paranasal Sinuses
9664,Paranasal Sinuses
9665,Clinical information
9666,Comparison
9667,Findings
9668,Impression
9669,Parathyroid SPECT
9670,Parathyroid SPECT
9671,Page 1
Not set,Parathyroid SPECT
9672,Parathyroid SPECT
9673,Dose (mCi)
9674,Clinical information
9675,Comparison
Not set,Findings
9676,Thyroid tracer washout:
9677,Parathyroid uptake:
9678,Normal uptake:
9679,Impression:
9680,PET-CT Oncologic
9681,PET-CT Oncologic Study
9682,Page 1
Not set,PET-CT Oncologic Study
9683,Duration of fast prior to injection:
9684,Blood glucose prior to injection (mg/dl):
9685,Scan region:
9686,Radiopharmaceutical:
9687,Radiopharmaceutical (mCi IV):
9688,Calibration time:
9689,Administration time:
9690,Injection site:
9691,Post-injection imaging delay (minutes):
9692,Attenuation correction:
9693,Clinical information
9694,Comparison
Not set,Findings - Neck
9695,Hypermetabolic foci:
9696,Present of visible lymphadenopathy or tumor mass?
Not set,Findings - Thorax
9697,Hypermetabolic foci:
9698,Heart and great vessels:
9699,Adenopathy:
9700,Pleural or pericardial effusion:
9701,Lungs:
Not set,Findings - Abdomen
9702,Hypermetabolic foci:
9703,Liver:
9704,Gallbladder:
9705,Spleen:
9706,Pancreas:
9707,Great abdominal vessels
9708,Kidneys:
9709,Anterior abdominal wall:
9710,Hypermetabolic lymph nodes:
Not set,Findings - Pelvis
9711,Hypermetabolic foci:
9712,Anterior and inner pelvic walls:
9713,Pelvic viscera:
9714,Infradiaphragmatic free air:
9715,Free pelvic fluid:
9716,Hypermetabolic lymph nodes:
Not set,Findings - Bones
9717,Hypermetabolic foci:
9718,Presence of lytic or blastic foci?
9719,Impression
9720,EORTC response criteria:
9721,Complete Metabolic Response. MaxSUV < 2.5 or equivalent to background
9722,Partial Metabolic Response. Decrease in MaxSUV >= 25%
9723,Progressive Metabolic Disease. Increase in MaxSUV > 25%
9724,Stable Metabolic Disease. Change in MaxSUV < 25%
9725,Primary tumor response WHO category:
9726,CR - No radiologically detectable residual tumor
9727,PR - At least 30% decrease in longest recordable dimension of tumor
9728,PD - At least 20% increase in longest recordable dimension of tumor
9729,NC - No change
